indice_original,precio_real,prediccion,error,error_absoluto,error_pct,conjunto
590,228000.0,223957.23,-4042.7656,4042.7656,-1.7731428,Train
78,130500.0,134530.97,4030.9688,4030.9688,3.088865,Train
447,153900.0,149877.44,-4022.5625,4022.5625,-2.6137507,Train
883,244600.0,240593.61,-4006.3906,4006.3906,-1.6379356,Train
623,133000.0,136989.92,3989.9219,3989.9219,2.9999413,Train
899,128900.0,132876.53,3976.5312,3976.5312,3.0849738,Train
823,167000.0,170974.86,3974.8594,3974.8594,2.3801553,Train
618,163000.0,166970.86,3970.8594,3970.8594,2.43611,Train
1008,171000.0,174970.58,3970.5781,3970.5781,2.3219755,Train
345,165150.0,169115.67,3965.6719,3965.6719,2.4012547,Train
597,324000.0,327959.88,3959.875,3959.875,1.2221836,Train
199,218000.0,221949.89,3949.8906,3949.8906,1.8118764,Train
263,170000.0,173912.1,3912.0938,3912.0938,2.3012316,Train
423,139950.0,143859.73,3909.7344,3909.7344,2.7936652,Train
646,282922.0,286819.28,3897.2812,3897.2812,1.3775109,Train
1090,148000.0,151882.56,3882.5625,3882.5625,2.623353,Train
696,132500.0,136361.42,3861.4219,3861.4219,2.9142807,Train
1022,171000.0,167163.56,-3836.4375,3836.4375,-2.2435308,Train
1015,122000.0,125830.26,3830.2578,3830.2578,3.1395557,Train
373,124000.0,127823.37,3823.3672,3823.3672,3.0833607,Train
278,165000.0,168821.47,3821.4688,3821.4688,2.3160417,Train
680,101000.0,104820.38,3820.3828,3820.3828,3.7825572,Train
460,116000.0,119820.08,3820.0781,3820.0781,3.2931707,Train
1077,337000.0,333191.56,-3808.4375,3808.4375,-1.1301001,Train
583,129000.0,132797.1,3797.0938,3797.0938,2.9434836,Train
1065,129000.0,132795.97,3795.9688,3795.9688,2.9426115,Train
516,183000.0,186793.83,3793.8281,3793.8281,2.0731301,Train
925,237500.0,233709.97,-3790.0312,3790.0312,-1.5958027,Train
784,139400.0,143181.06,3781.0625,3781.0625,2.7123835,Train
802,132250.0,136019.58,3769.5781,3769.5781,2.8503425,Train
97,159000.0,155239.83,-3760.1719,3760.1719,-2.364888,Train
578,110000.0,113746.9,3746.8984,3746.8984,3.4062712,Train
1130,132000.0,135743.67,3743.6719,3743.6719,2.8361151,Train
108,176000.0,179738.92,3738.9219,3738.9219,2.1243875,Train
904,162500.0,166237.22,3737.2188,3737.2188,2.2998269,Train
747,220000.0,223727.97,3727.9688,3727.9688,1.6945312,Train
238,281000.0,277303.3,-3696.6875,3696.6875,-1.3155471,Train
752,227000.0,223326.39,-3673.6094,3673.6094,-1.6183301,Train
1028,179000.0,182667.6,3667.5938,3667.5938,2.0489352,Train
923,122500.0,126141.8,3641.7969,3641.7969,2.9728954,Train
38,153337.0,156971.84,3634.8438,3634.8438,2.3704937,Train
1086,137000.0,140607.47,3607.4688,3607.4688,2.633189,Train
769,133900.0,137502.2,3602.2031,3602.2031,2.690219,Train
233,205000.0,201424.23,-3575.7656,3575.7656,-1.7442759,Train
718,113000.0,116565.59,3565.5938,3565.5938,3.1553926,Train
317,138500.0,142058.78,3558.7812,3558.7812,2.5695171,Train
761,202900.0,206458.55,3558.5469,3558.5469,1.7538427,Train
807,130000.0,133545.56,3545.5625,3545.5625,2.7273557,Train
354,180500.0,184044.23,3544.2344,3544.2344,1.9635648,Train
551,103600.0,107137.7,3537.7031,3537.7031,3.4147713,Train
911,190000.0,186469.52,-3530.4844,3530.4844,-1.8581496,Train
106,177500.0,181016.52,3516.5156,3516.5156,1.9811356,Train
43,126500.0,130012.17,3512.1719,3512.1719,2.7764204,Train
322,209500.0,213004.36,3504.3594,3504.3594,1.6727252,Train
458,239799.0,236305.0,-3494.0,3494.0,-1.4570537,Train
190,137500.0,140975.69,3475.6875,3475.6875,2.5277727,Train
37,116050.0,119521.945,3471.9453,3471.9453,2.9917667,Train
347,207500.0,210966.12,3466.125,3466.125,1.6704217,Train
703,184000.0,180539.19,-3460.8125,3460.8125,-1.8808763,Train
1116,188500.0,191959.77,3459.7656,3459.7656,1.8354194,Train
95,106000.0,109457.57,3457.5703,3457.5703,3.2618587,Train
645,142000.0,145429.48,3429.4844,3429.4844,2.41513,Train
672,211000.0,207571.61,-3428.3906,3428.3906,-1.6248296,Train
891,98000.0,101409.66,3409.6562,3409.6562,3.4792411,Train
64,134500.0,137900.84,3400.8438,3400.8438,2.5285084,Train
55,100000.0,103397.625,3397.625,3397.625,3.397625,Train
659,180000.0,183386.52,3386.5156,3386.5156,1.8813976,Train
712,142000.0,145374.66,3374.6562,3374.6562,2.3765185,Train
490,140000.0,143367.83,3367.8281,3367.8281,2.4055915,Train
1119,140000.0,143353.2,3353.2031,3353.2031,2.3951452,Train
896,148800.0,152150.38,3350.375,3350.375,2.2515962,Train
777,181900.0,185231.73,3331.7344,3331.7344,1.8316296,Train
427,174000.0,177319.94,3319.9375,3319.9375,1.90801,Train
82,161500.0,164810.0,3310.0,3310.0,2.0495355,Train
407,302000.0,298691.9,-3308.0938,3308.0938,-1.0953953,Train
774,138000.0,141295.22,3295.2188,3295.2188,2.3878396,Train
267,240000.0,243289.06,3289.0625,3289.0625,1.3704427,Train
392,110000.0,113286.875,3286.875,3286.875,2.988068,Train
30,133000.0,136275.42,3275.4219,3275.4219,2.4627233,Train
889,192500.0,195772.94,3272.9375,3272.9375,1.7002273,Train
464,149900.0,153172.56,3272.5625,3272.5625,2.183164,Train
1072,250000.0,246737.72,-3262.2812,3262.2812,-1.3049124,Train
459,176485.0,179746.9,3261.9062,3261.9062,1.8482625,Train
439,129500.0,132751.39,3251.3906,3251.3906,2.5107265,Train
741,127000.0,130234.11,3234.1094,3234.1094,2.546543,Train
1091,121600.0,124829.875,3229.875,3229.875,2.6561472,Train
161,161500.0,164719.0,3219.0,3219.0,1.9931889,Train
860,187000.0,183781.16,-3218.8438,3218.8438,-1.7213068,Train
1149,394617.0,391408.75,-3208.25,3208.25,-0.8130035,Train
674,197900.0,201103.75,3203.75,3203.75,1.6188731,Train
704,176500.0,179703.42,3203.4219,3203.4219,1.8149699,Train
113,115000.0,118192.67,3192.6719,3192.6719,2.7762363,Train
575,167500.0,170684.16,3184.1562,3184.1562,1.9009888,Train
552,163900.0,167077.66,3177.6562,3177.6562,1.9387774,Train
1082,214000.0,217158.94,3158.9375,3158.9375,1.4761391,Train
397,164000.0,167144.11,3144.1094,3144.1094,1.9171399,Train
1063,215000.0,218129.98,3129.9844,3129.9844,1.4558067,Train
924,141000.0,144089.88,3089.875,3089.875,2.1914008,Train
577,239000.0,242087.9,3087.9062,3087.9062,1.292011,Train
12,157000.0,160073.05,3073.0469,3073.0469,1.9573547,Train
210,112000.0,115070.04,3070.039,3070.039,2.7411063,Train
850,207500.0,204436.22,-3063.7812,3063.7812,-1.4765211,Train
663,225000.0,228032.08,3032.0781,3032.0781,1.3475903,Train
669,210000.0,213018.75,3018.75,3018.75,1.4375,Train
529,219500.0,222518.4,3018.4062,3018.4062,1.3751281,Train
87,205000.0,201982.23,-3017.7656,3017.7656,-1.4720808,Train
835,189000.0,191993.56,2993.5625,2993.5625,1.5838954,Train
684,116000.0,118989.91,2989.9062,2989.9062,2.5775054,Train
349,377426.0,374443.5,-2982.5,2982.5,-0.79022115,Train
695,110000.0,112963.555,2963.5547,2963.5547,2.6941407,Train
688,215000.0,212047.1,-2952.9062,2952.9062,-1.3734448,Train
994,186500.0,189450.42,2950.4219,2950.4219,1.5819956,Train
0,145000.0,147948.42,2948.4219,2948.4219,2.0333943,Train
587,303477.0,300530.47,-2946.5312,2946.5312,-0.9709241,Train
1039,248328.0,251259.97,2931.9688,2931.9688,1.180684,Train
519,134000.0,136927.12,2927.125,2927.125,2.1844215,Train
327,139000.0,141868.0,2868.0,2868.0,2.0633094,Train
620,392500.0,389647.06,-2852.9375,2852.9375,-0.7268631,Train
706,169000.0,171842.22,2842.2188,2842.2188,1.6817863,Train
166,237000.0,234193.25,-2806.75,2806.75,-1.1842827,Train
561,124000.0,126794.59,2794.5938,2794.5938,2.2537045,Train
1013,164500.0,167285.44,2785.4375,2785.4375,1.6932751,Train
731,240000.0,237215.38,-2784.625,2784.625,-1.1602604,Train
1004,129500.0,132275.64,2775.6406,2775.6406,2.1433518,Train
142,126175.0,128949.42,2774.4219,2774.4219,2.198868,Train
99,115000.0,117749.125,2749.125,2749.125,2.3905435,Train
125,335000.0,332252.1,-2747.9062,2747.9062,-0.82027054,Train
887,119000.0,121728.03,2728.0312,2728.0312,2.2924633,Train
662,157000.0,159721.25,2721.25,2721.25,1.7332803,Train
111,145000.0,147710.06,2710.0625,2710.0625,1.8690087,Train
818,115000.0,117697.78,2697.7812,2697.7812,2.3458967,Train
157,151000.0,148311.5,-2688.5,2688.5,-1.7804636,Train
496,144000.0,146684.22,2684.2188,2684.2188,1.8640409,Train
188,133500.0,136179.9,2679.9062,2679.9062,2.0074203,Train
356,156000.0,158677.38,2677.375,2677.375,1.716266,Train
1012,159434.0,162111.05,2677.0469,2677.0469,1.6790941,Train
1019,315000.0,317675.94,2675.9375,2675.9375,0.849504,Train
644,270000.0,267331.75,-2668.25,2668.25,-0.9882407,Train
983,181500.0,184156.45,2656.4531,2656.4531,1.4636105,Train
980,170000.0,172655.84,2655.8438,2655.8438,1.562261,Train
18,159500.0,156846.81,-2653.1875,2653.1875,-1.6634405,Train
51,174000.0,176645.5,2645.5,2645.5,1.5204023,Train
863,152000.0,154637.45,2637.4531,2637.4531,1.7351665,Train
174,190000.0,187363.42,-2636.5781,2636.5781,-1.3876727,Train
493,235000.0,232412.16,-2587.8438,2587.8438,-1.1012101,Train
1163,176432.0,179008.86,2576.8594,2576.8594,1.4605397,Train
852,137450.0,140024.55,2574.5469,2574.5469,1.8730788,Train
657,124500.0,127073.28,2573.2812,2573.2812,2.0668926,Train
526,231500.0,234046.39,2546.3906,2546.3906,1.0999527,Train
479,130000.0,132534.53,2534.5312,2534.5312,1.9496394,Train
83,119900.0,122432.14,2532.1406,2532.1406,2.1118772,Train
879,213490.0,216017.5,2527.5,2527.5,1.1838962,Train
289,217000.0,214476.34,-2523.6562,2523.6562,-1.1629752,Train
1147,192000.0,194520.1,2520.0938,2520.0938,1.3125489,Train
643,316600.0,319118.06,2518.0625,2518.0625,0.79534507,Train
609,207500.0,204984.16,-2515.8438,2515.8438,-1.2124548,Train
348,256300.0,253786.03,-2513.9688,2513.9688,-0.9808696,Train
783,129900.0,132412.27,2512.2656,2512.2656,1.9339997,Train
821,139000.0,141506.33,2506.3281,2506.3281,1.8031138,Train
473,268000.0,270505.56,2505.5625,2505.5625,0.9349114,Train
822,222000.0,224505.48,2505.4844,2505.4844,1.1285965,Train
131,175000.0,177485.55,2485.5469,2485.5469,1.4203125,Train
956,188700.0,191166.66,2466.6562,2466.6562,1.307184,Train
651,155000.0,157465.1,2465.0938,2465.0938,1.590383,Train
24,184900.0,182444.86,-2455.1406,2455.1406,-1.3278208,Train
820,177000.0,179454.48,2454.4844,2454.4844,1.3867143,Train
753,216837.0,214386.7,-2450.2969,2450.2969,-1.1300179,Train
929,147000.0,149437.48,2437.4844,2437.4844,1.6581526,Train
455,256000.0,253588.97,-2411.0312,2411.0312,-0.94180906,Train
240,235000.0,237408.8,2408.7969,2408.7969,1.02502,Train
474,202500.0,204903.53,2403.5312,2403.5312,1.186929,Train
692,145000.0,142596.48,-2403.5156,2403.5156,-1.657597,Train
462,176000.0,178400.2,2400.2031,2400.2031,1.3637518,Train
563,117000.0,119394.53,2394.5312,2394.5312,2.046608,Train
682,290000.0,287615.03,-2384.9688,2384.9688,-0.822403,Train
1021,260400.0,258023.6,-2376.4062,2376.4062,-0.91259843,Train
1089,224900.0,222534.17,-2365.8281,2365.8281,-1.0519466,Train
1038,155000.0,157360.45,2360.4531,2360.4531,1.5228729,Train
1075,179000.0,181350.23,2350.2344,2350.2344,1.31298,Train
437,328000.0,330319.78,2319.7812,2319.7812,0.70725036,Train
660,76000.0,78319.17,2319.1719,2319.1719,3.051542,Train
800,190000.0,187696.84,-2303.1562,2303.1562,-1.2121875,Train
826,173000.0,175301.56,2301.5625,2301.5625,1.330383,Train
280,213250.0,210951.06,-2298.9375,2298.9375,-1.0780481,Train
1071,157000.0,159294.98,2294.9844,2294.9844,1.4617735,Train
553,113000.0,115292.21,2292.211,2292.211,2.0285053,Train
1097,140000.0,142279.19,2279.1875,2279.1875,1.6279911,Train
1120,190000.0,187725.28,-2274.7188,2274.7188,-1.1972204,Train
141,139000.0,141266.5,2266.5,2266.5,1.6305755,Train
1092,171500.0,173742.06,2242.0625,2242.0625,1.3073251,Train
1081,148000.0,150235.77,2235.7656,2235.7656,1.5106524,Train
603,190000.0,192235.77,2235.7656,2235.7656,1.1767187,Train
754,107500.0,109722.1,2222.1016,2222.1016,2.0670712,Train
976,274300.0,276519.3,2219.3125,2219.3125,0.8090822,Train
938,140200.0,137988.4,-2211.5938,2211.5938,-1.5774564,Train
448,129900.0,132108.2,2208.2031,2208.2031,1.6999254,Train
1020,158000.0,155795.16,-2204.8438,2204.8438,-1.3954707,Train
543,186500.0,188697.78,2197.7812,2197.7812,1.178435,Train
248,144000.0,141810.56,-2189.4375,2189.4375,-1.5204427,Train
196,155000.0,152810.95,-2189.0469,2189.0469,-1.4122883,Train
53,310000.0,307811.72,-2188.2812,2188.2812,-0.70589715,Train
14,140000.0,142185.92,2185.9219,2185.9219,1.5613728,Train
249,155000.0,152814.33,-2185.6719,2185.6719,-1.4101108,Train
26,335000.0,332844.3,-2155.6875,2155.6875,-0.6434888,Train
313,116900.0,119047.94,2147.9375,2147.9375,1.8374145,Train
81,178000.0,180142.6,2142.5938,2142.5938,1.2037044,Train
1137,147000.0,149131.52,2131.5156,2131.5156,1.4500107,Train
329,198500.0,196368.67,-2131.3281,2131.3281,-1.073717,Train
68,195000.0,192870.77,-2129.2344,2129.2344,-1.091915,Train
454,245000.0,242882.38,-2117.625,2117.625,-0.8643367,Train
757,150000.0,147882.44,-2117.5625,2117.5625,-1.4117084,Train
876,210000.0,212115.86,2115.8594,2115.8594,1.007552,Train
928,119200.0,121314.62,2114.6172,2114.6172,1.7740077,Train
667,173733.0,175835.11,2102.1094,2102.1094,1.2099655,Train
1106,149300.0,147198.08,-2101.9219,2101.9219,-1.4078512,Train
702,179000.0,181092.0,2092.0,2092.0,1.1687151,Train
273,146500.0,148591.5,2091.5,2091.5,1.4276451,Train
574,177000.0,179087.88,2087.875,2087.875,1.1795903,Train
5,149900.0,151979.2,2079.2031,2079.2031,1.3870602,Train
798,248900.0,250971.72,2071.7188,2071.7188,0.83234984,Train
612,244000.0,241933.22,-2066.7812,2066.7812,-0.8470415,Train
65,94000.0,96060.555,2060.5547,2060.5547,2.1920795,Train
844,128000.0,130059.57,2059.5703,2059.5703,1.6090393,Train
300,172000.0,174059.5,2059.5,2059.5,1.1973838,Train
475,185000.0,187052.28,2052.2812,2052.2812,1.1093413,Train
567,156000.0,158049.38,2049.375,2049.375,1.3137019,Train
403,193500.0,191452.17,-2047.8281,2047.8281,-1.0583091,Train
592,225000.0,222957.02,-2042.9844,2042.9844,-0.9079931,Train
28,233170.0,235210.73,2040.7344,2040.7344,0.8752131,Train
791,145500.0,147527.22,2027.2188,2027.2188,1.3932775,Train
8,175500.0,177518.12,2018.125,2018.125,1.1499288,Train
868,143000.0,141018.56,-1981.4375,1981.4375,-1.3856206,Train
914,102000.0,103979.54,1979.5391,1979.5391,1.9407246,Train
630,216500.0,214525.06,-1974.9375,1974.9375,-0.9122113,Train
215,157500.0,159474.89,1974.8906,1974.8906,1.2538989,Train
372,178740.0,180713.55,1973.5469,1973.5469,1.104144,Train
293,162900.0,164856.31,1956.3125,1956.3125,1.2009284,Train
185,135000.0,136955.6,1955.5938,1955.5938,1.448588,Train
1069,106250.0,108201.836,1951.8359,1951.8359,1.8370221,Train
440,204750.0,206683.38,1933.375,1933.375,0.9442613,Train
235,149900.0,147966.83,-1933.1719,1933.1719,-1.289641,Train
738,179200.0,181132.84,1932.8438,1932.8438,1.0785959,Train
288,159500.0,161424.77,1924.7656,1924.7656,1.2067496,Train
907,93000.0,94923.27,1923.2734,1923.2734,2.0680358,Train
819,139000.0,140912.78,1912.7812,1912.7812,1.3761016,Train
336,197000.0,195094.92,-1905.0781,1905.0781,-0.9670447,Train
378,163500.0,165404.1,1904.0938,1904.0938,1.1645833,Train
1059,148000.0,149902.89,1902.8906,1902.8906,1.2857369,Train
369,158900.0,160798.78,1898.7812,1898.7812,1.1949536,Train
100,128000.0,129898.08,1898.0781,1898.0781,1.4828736,Train
586,200100.0,198214.02,-1885.9844,1885.9844,-0.9425209,Train
257,133000.0,134876.53,1876.5312,1876.5312,1.4109257,Train
827,135000.0,133150.03,-1849.9688,1849.9688,-1.3703473,Train
88,134000.0,135848.5,1848.5,1848.5,1.3794776,Train
115,143000.0,141169.44,-1830.5625,1830.5625,-1.2801136,Train
382,228500.0,230326.55,1826.5469,1826.5469,0.79936403,Train
204,233000.0,234811.5,1811.5,1811.5,0.7774678,Train
1135,192000.0,193808.3,1808.2969,1808.2969,0.9418213,Train
1145,145000.0,146803.67,1803.6719,1803.6719,1.2439116,Train
698,199900.0,198104.03,-1795.9688,1795.9688,-0.89843357,Train
765,143500.0,145282.03,1782.0312,1782.0312,1.2418336,Train
340,180000.0,178221.31,-1778.6875,1778.6875,-0.9881597,Train
549,167900.0,169676.23,1776.2344,1776.2344,1.0579121,Train
503,190000.0,191761.72,1761.7188,1761.7188,0.9272204,Train
435,257500.0,255740.25,-1759.75,1759.75,-0.68339807,Train
1102,180500.0,182251.86,1751.8594,1751.8594,0.97055924,Train
1114,110500.0,112244.49,1744.4922,1744.4922,1.5787259,Train
693,163000.0,164729.83,1729.8281,1729.8281,1.0612442,Train
191,147000.0,145270.73,-1729.2656,1729.2656,-1.1763712,Train
184,131500.0,133213.95,1713.9531,1713.9531,1.3033864,Train
1032,143900.0,145573.75,1673.75,1673.75,1.1631341,Train
1010,165000.0,166670.19,1670.1875,1670.1875,1.0122348,Train
897,177000.0,175336.33,-1663.6719,1663.6719,-0.93992764,Train
469,169500.0,171127.55,1627.5469,1627.5469,0.96020466,Train
13,205000.0,203373.56,-1626.4375,1626.4375,-0.79338413,Train
1037,196500.0,198121.45,1621.4531,1621.4531,0.825167,Train
842,241500.0,239893.16,-1606.8438,1606.8438,-0.66535974,Train
694,140000.0,141603.86,1603.8594,1603.8594,1.1456138,Train
810,172500.0,174095.55,1595.5469,1595.5469,0.9249547,Train
988,139000.0,140582.23,1582.2344,1582.2344,1.1382982,Train
1058,187500.0,189079.02,1579.0156,1579.0156,0.8421417,Train
155,254900.0,253335.44,-1564.5625,1564.5625,-0.6137946,Train
291,148000.0,149564.39,1564.3906,1564.3906,1.0570207,Train
608,152000.0,150440.67,-1559.3281,1559.3281,-1.0258738,Train
44,139000.0,140551.66,1551.6562,1551.6562,1.1162995,Train
908,195000.0,193461.27,-1538.7344,1538.7344,-0.78909457,Train
968,176500.0,178033.77,1533.7656,1533.7656,0.86898905,Train
648,250000.0,251503.88,1503.875,1503.875,0.60155,Train
146,174000.0,175501.3,1501.2969,1501.2969,0.8628143,Train
409,127500.0,128985.336,1485.3359,1485.3359,1.1649693,Train
29,149350.0,147867.78,-1482.2188,1482.2188,-0.9924464,Train
92,152000.0,153469.56,1469.5625,1469.5625,0.96681744,Train
930,213500.0,214963.69,1463.6875,1463.6875,0.6855679,Train
405,250000.0,251463.45,1463.4531,1463.4531,0.58538127,Train
780,175000.0,176462.7,1462.7031,1462.7031,0.83583033,Train
189,169000.0,170459.55,1459.5469,1459.5469,0.8636372,Train
159,184000.0,185455.97,1455.9688,1455.9688,0.79128736,Train
1153,226000.0,227454.28,1454.2812,1454.2812,0.6434873,Train
399,239000.0,240454.12,1454.125,1454.125,0.6084205,Train
128,222500.0,223951.28,1451.2812,1451.2812,0.65226126,Train
840,179400.0,177957.12,-1442.875,1442.875,-0.80427814,Train
512,184100.0,185531.03,1431.0312,1431.0312,0.7773119,Train
292,178000.0,176570.16,-1429.8438,1429.8438,-0.803283,Train
869,153500.0,152085.19,-1414.8125,1414.8125,-0.92170197,Train
947,236500.0,235086.73,-1413.2656,1413.2656,-0.5975753,Train
1000,150500.0,151909.2,1409.2031,1409.2031,0.9363476,Train
1103,277500.0,278876.2,1376.1875,1376.1875,0.49592343,Train
1067,155000.0,156373.11,1373.1094,1373.1094,0.885877,Train
885,112000.0,113368.34,1368.3438,1368.3438,1.2217355,Train
442,165500.0,166865.61,1365.6094,1365.6094,0.8251416,Train
690,132000.0,133353.1,1353.0938,1353.0938,1.025071,Train
867,190000.0,191352.2,1352.2031,1352.2031,0.71168584,Train
834,180000.0,181344.84,1344.8438,1344.8438,0.7471354,Train
634,150750.0,152092.5,1342.5,1342.5,0.8905473,Train
237,143000.0,144333.64,1333.6406,1333.6406,0.9326158,Train
933,106500.0,105178.055,-1321.9453,1321.9453,-1.2412632,Train
673,159000.0,157682.05,-1317.9531,1317.9531,-0.82890135,Train
756,194000.0,195316.73,1316.7344,1316.7344,0.67872906,Train
582,174000.0,175314.92,1314.9219,1314.9219,0.7557022,Train
773,235000.0,236314.1,1314.0938,1314.0938,0.55918884,Train
635,128000.0,129300.05,1300.0469,1300.0469,1.0156616,Train
787,139000.0,140294.08,1294.0781,1294.0781,0.9309915,Train
223,134900.0,136190.44,1290.4375,1290.4375,0.9565882,Train
207,181000.0,182288.78,1288.7812,1288.7812,0.71203387,Train
41,206300.0,205013.97,-1286.0312,1286.0312,-0.6233792,Train
1074,172785.0,174058.78,1273.7812,1273.7812,0.7372059,Train
811,232000.0,233266.16,1266.1562,1266.1562,0.545757,Train
400,200000.0,198735.75,-1264.25,1264.25,-0.632125,Train
1055,180000.0,178745.75,-1254.25,1254.25,-0.69680554,Train
506,272000.0,273251.2,1251.1875,1251.1875,0.45999542,Train
281,79000.0,80249.48,1249.4766,1249.4766,1.5816159,Train
285,177500.0,178747.4,1247.4062,1247.4062,0.7027641,Train
1079,146800.0,148046.36,1246.3594,1246.3594,0.84901863,Train
604,34900.0,33654.906,-1245.0938,1245.0938,-3.5676038,Train
998,155000.0,153766.38,-1233.625,1233.625,-0.7958871,Train
977,120500.0,121714.58,1214.5781,1214.5781,1.0079486,Train
1054,140000.0,138795.72,-1204.2812,1204.2812,-0.8602009,Train
624,144900.0,146100.1,1200.0938,1200.0938,0.82822204,Train
1107,235000.0,233800.19,-1199.8125,1199.8125,-0.5105585,Train
413,189000.0,190187.25,1187.25,1187.25,0.6281746,Train
342,175900.0,177072.05,1172.0469,1172.0469,0.6663143,Train
779,145000.0,146169.67,1169.6719,1169.6719,0.80667025,Train
310,131500.0,132668.81,1168.8125,1168.8125,0.8888308,Train
832,221000.0,222168.11,1168.1094,1168.1094,0.5285563,Train
927,129900.0,128732.0,-1168.0,1168.0,-0.8991532,Train
222,124000.0,125166.8,1166.7969,1166.7969,0.94096524,Train
857,143750.0,144884.44,1134.4375,1134.4375,0.7891739,Train
31,98000.0,99131.305,1131.3047,1131.3047,1.1543925,Train
671,148000.0,149129.64,1129.6406,1129.6406,0.7632707,Train
284,239900.0,238776.69,-1123.3125,1123.3125,-0.468242,Train
619,211000.0,209884.72,-1115.2812,1115.2812,-0.52856934,Train
508,125500.0,126613.53,1113.5312,1113.5312,0.8872759,Train
1166,189950.0,188836.94,-1113.0625,1113.0625,-0.5859766,Train
689,141500.0,140390.77,-1109.2344,1109.2344,-0.7839112,Train
251,230000.0,231108.14,1108.1406,1108.1406,0.48180026,Train
271,140000.0,138901.55,-1098.4531,1098.4531,-0.7846094,Train
45,113000.0,114092.43,1092.4297,1092.4297,0.96675193,Train
828,241000.0,242080.34,1080.3438,1080.3438,0.44827542,Train
538,128000.0,126921.95,-1078.0469,1078.0469,-0.8422241,Train
1140,139400.0,138327.16,-1072.8438,1072.8438,-0.7696153,Train
986,163000.0,161937.14,-1062.8594,1062.8594,-0.652061,Train
915,171750.0,172809.66,1059.6562,1059.6562,0.61697596,Train
228,142600.0,141541.62,-1058.375,1058.375,-0.74219847,Train
595,157000.0,158058.22,1058.2188,1058.2188,0.6740247,Train
775,142125.0,143177.88,1052.875,1052.875,0.74080914,Train
636,179900.0,180947.89,1047.8906,1047.8906,0.5824851,Train
727,145900.0,146941.66,1041.6562,1041.6562,0.7139522,Train
368,148000.0,146959.2,-1040.7969,1040.7969,-0.7032411,Train
1009,143250.0,142217.83,-1032.1719,1032.1719,-0.72053885,Train
325,193000.0,191978.44,-1021.5625,1021.5625,-0.529307,Train
717,197500.0,198516.0,1016.0,1016.0,0.5144304,Train
629,174900.0,175912.4,1012.40625,1012.40625,0.5788486,Train
1087,175500.0,176511.28,1011.28125,1011.28125,0.5762286,Train
390,144000.0,144975.84,975.84375,975.84375,0.6776693,Train
422,325000.0,325941.06,941.0625,941.0625,0.2895577,Train
147,145000.0,144074.53,-925.46875,925.46875,-0.6382543,Train
894,178000.0,178924.48,924.4844,924.4844,0.51937324,Train
530,178000.0,178923.89,923.8906,923.8906,0.5190397,Train
76,139900.0,140821.52,921.5156,921.5156,0.65869594,Train
831,139000.0,139916.22,916.21875,916.21875,0.6591502,Train
50,160000.0,159092.3,-907.7031,907.7031,-0.56731445,Train
1007,215000.0,215893.28,893.28125,893.28125,0.41547966,Train
171,214000.0,213112.66,-887.34375,887.34375,-0.41464663,Train
856,178400.0,177516.84,-883.15625,883.15625,-0.49504274,Train
3,175000.0,175880.11,880.1094,880.1094,0.5029196,Train
805,136905.0,137778.27,873.2656,873.2656,0.6378625,Train
74,181000.0,180128.75,-871.25,871.25,-0.48135358,Train
714,222000.0,222863.5,863.5,863.5,0.38896397,Train
110,130000.0,130862.305,862.3047,862.3047,0.6633113,Train
1,178000.0,178855.45,855.4531,855.4531,0.48059165,Train
118,190000.0,189148.56,-851.4375,851.4375,-0.448125,Train
148,215200.0,216018.53,818.53125,818.53125,0.3803584,Train
91,180500.0,181299.3,799.2969,799.2969,0.44282377,Train
375,145000.0,145794.16,794.15625,794.15625,0.54769397,Train
252,290000.0,289207.34,-792.65625,792.65625,-0.27332973,Train
606,202500.0,203291.95,791.9531,791.9531,0.39108795,Train
331,223500.0,224291.3,791.2969,791.2969,0.3540478,Train
391,175500.0,176289.28,789.28125,789.28125,0.4497329,Train
306,190000.0,190785.03,785.03125,785.03125,0.41317433,Train
262,158500.0,159281.7,781.7031,781.7031,0.49318808,Train
104,127500.0,128276.49,776.4922,776.4922,0.6090135,Train
384,234000.0,233226.64,-773.3594,773.3594,-0.33049545,Train
507,172500.0,171728.56,-771.4375,771.4375,-0.44721013,Train
488,179540.0,180310.84,770.84375,770.84375,0.42934373,Train
9,225000.0,224245.7,-754.2969,754.2969,-0.33524305,Train
434,93000.0,93739.96,739.96094,739.96094,0.7956569,Train
112,147000.0,146267.34,-732.65625,732.65625,-0.4984056,Train
785,290000.0,289267.75,-732.25,732.25,-0.2525,Train
725,141000.0,140275.22,-724.78125,724.78125,-0.51402926,Train
243,149700.0,150418.22,718.21875,718.21875,0.47977203,Train
414,192000.0,192714.39,714.3906,714.3906,0.37207845,Train
139,150000.0,149311.94,-688.0625,688.0625,-0.45870835,Train
846,125000.0,124316.97,-683.03125,683.03125,-0.546425,Train
102,131000.0,131675.4,675.40625,675.40625,0.5155773,Train
945,250000.0,249328.36,-671.6406,671.6406,-0.26865625,Train
525,252000.0,251330.9,-669.09375,669.09375,-0.2655134,Train
958,174500.0,175166.0,666.0,666.0,0.3816619,Train
746,125000.0,125661.86,661.8594,661.8594,0.5294875,Train
187,215000.0,215660.81,660.8125,660.8125,0.30735466,Train
360,185000.0,185658.6,658.59375,658.59375,0.3559966,Train
401,171000.0,170342.89,-657.1094,657.1094,-0.38427448,Train
